sanatci,soz
Fuat,rapin ayağından sökülen prangayı suratına vuran uzman.an meselesi kan kusman.sal reçeteyi suskun puştlar.hedonist gibi kuş olup uçtu umutlar yıkıldı putlar arafta ruhlar.yüksek gradoyla dolarsa her gün siroza toslar.battle’ın ecele faydası yok tarumarsın her akışla.gözler kayar tek atışta.kabusundur çatışma teke tekte kapışma.bin yıl yaşa lan götlek puşta yakışmaz ölmek.kuş gibi kalbim çözmek.duş gibi aldım kanında yüzmek.göze köz dişe şiş.bıçakları sen biledin.tuzaklarım dört koldan temiz.kafada beş 762’dendir giriş.göze köz dişe şiş.bıçakları sen biledin.tuzaklarım dört koldan temiz.kafada beş 762’dendir giriş.lügat şarjörümdeki tek mermi.bilim beyine biley taşı gel piç.i̇limle ilmik dokunur kilim.kötü filme bayat popcorn gibisin.zihin özürlü numarası yapmak in.aklın yolundan tiksinir saksın boş.kirden gizlilik yaksın kanıtları duman yükselir.sen karışma etliye sütlüye üç safhada döndün neye sövdüysen.cahiller sinsi içten içe şöhret budalası pişkin piçler.şarkım eşliğinde sözlük olur elinde.dağarcığına sığmaz ama 357 magnum sığar amcık ağzına.canlı söyle para karşılığında.çapulcuyum asalaksın akıllıyım salaksın.vakum kafa keline “fuat ergin” sırma saçlı
Fuat,kara koro kopillere.asıl usta fuat ow.rahat ol rahat ol hah.gökten üç bomba derine.biri berline biri i̇zmire.biri siz dinleyenlere elekten veren gençler beter.politik lojistik içerik hep bizdik hep erdik.bir kalemle sildik etnik bu haz verir.paranoyak hafıza buraya tekrar ver kulak dikkat.eşref paşada arap selo kına yak.kaldı 85ten hatıra underground.smirna uyum unuttuk ruhuna fatiha.bowie bıçakları bağrıma rap adına.hadi bir daha dumanyak fuat gökten hassickdir gerçekleri.bonobo osman bixi nakaratla kaldır kıçı vinç gibi .rap içimden gidip dönmeli her ahvalde.şarapnullah hiphop biz rapçiyiz aga her halde.çakma rap tutan bere kesinlikle betonarme.birazcık olur fuat özel duman beatlee piyade.rap içimden gidip dönmeli her ahvalde.şarapnullah hiphop biz rapçiyiz aga her halde.çakma rap tutan bere kesinlikle betonarme.birazcık olur fuat özel duman beatlee piyade
Fuat,cildin kamuflaj sırtımda lav silahı.guaj boya değil o kan akar.garaj dolar arabadan in tokmakla.ormanı ikiye bölen ırmaktan.çıkar gelir dikilir karşına fuat.hop diye elinde .hip diye belinde koka.zıplayıp kelinde yular takılır.kolay operasyon olan.i̇nfrared yüksek hızlı mermiler.duran tansiyon raple adam kaldıran şampiyon.mantar oldu kan damlıyo.nam salan gerilla aranıyo.çarliston biber kadar yakarsın.akarsın ama bitince anneni ararsın.sürünerek geldim ben otların arasından.balyozla kapını çalıp içeri daldım.kilisenin çanları yakacak canları.rap duysun ar damarları.el bombaları uçaksavarla tem yolundayım.solungacım var fuat her ayın elemanı
Fuat,kanadım rüzgarla havalanır içim cam kırıkları.kan ağlayan gözümden sevinci alamadı.yaramasın işe dostluk kıtlıkta aramasın.samimiyeti tekeri patlak arabadır.damardan aşılmalı arızalı yanardağ patlaması gibi coşkuyla yaşayın.hayat kısa ve öz tek şansımız varsa doyasıya çıkaralım tadını.severek yaşamın kıyısına yüzerek içinden derdin boyasına.tiner oldu gözyaşım vefasızın anısına.i̇nceldikçe kopan ipler pamuk hatırasına.yürekler haramla doldu döndü para kasasına.hiç kıymeti yoktu sevginin plastik masada.gözüme baka baka soktun böğrüme kasatura.davul zurna eşliğinde toplanır alatura.senin de sandalın sonunda olur alabora.cenderede umutların yanar yarınların.bıçaklar ve mermilerin hepsi karnındadır.cenderede umutların yanar yarınların.bıçaklar ve mermilerin hepsi karnındadır.küllerinden doğan engin denizlerde boğulan.kara mizahı ağlatır başa örülen çorap.sırtını döndüğün an gelir hançerler saplanır.seni aklayacak mahkeme cehennemde saklıdır.affederek uzaklaş ruhunu yoran anlamsız kalır.orman kenarında öfke baldan tatlıdır.ve sirke gibi küpüne zarar veren bir sıvıdır.unutmak ve devam etmek çaredir kararlıyım.gözlerimin içi güler elimde elin gidelim.aşılamaz tüm dertlerin üstünü çizelim.hayat benim neşe bizim kuzgun leşe haydi sevin.emin ol süresi biter nefes alan ciğerin
Fuat,geceler gündüzden daha acımasız dayanamıyorum.kuvayi batı berlin kuvvetmira gelir i̇zmir.fuat ergin nerde çeşmi paso cartel yaptığın rapin.beyin sinapslarında antiseptik kapıkulede timdik.dumanı siktik kefeni diktik.biçerdöverlerle aş yerdik düşmanı serdik insülin dandik ünala pandik.mezar taşı dik hangi taktik ezip geçer ulan çip.ekmeğime ortak oldun meşhur sidik cebin delik.rapim emin ol gelir kira ödenir düşer kalka yetişir.aslında kızak yapılır ama sobada yanar şimşir.fuatla tepişecek olan puştun oğlu kimdir.alper aga ve sultana pisliktir mikroskopta keşfedilen bakteridir.akar alnından memeler sarktı camdan.fuat savaşa top taşıyan manda.geceler gündüzden daha acımasız dayanamıyorum.geceler gündüzden daha acımasız dayanamıyorum.feryat etmiş varoşlar.varoşun ortasında loşluklar boşluklar.konu komşular duymuşlar.i̇syanlar feryatlar figanlar.anıları paralara satılmışlar.i̇tilmişler atılmışlar yanılmışlar.muşmula suratlı puştlar.anaları avratları satılıklar.tükürüğe şükür ama miktar.karanlıklar aklara çıkmayacaklar.gecekondular bakmayacaklar gözünüzün yaşına.ana avrat soy sop sülale dümdüz.elbet sürümüz bulacak gündüz.öğle akşam günümüze yedi koca.hediyem yarınına kanına dokunuyorsa.senin ta amına koyayım doyayım dedirteyim.tarayayım gideyim g3te mermiyim.kuvayiyim perde indirdiğim.bildirdiğim akan yağmurları efyu ile umurları
Fuat,bir denetim yapalım hazır mı bakalım hedefe çakalım.bizde de hep açık alın üç kişiden ikisi bunalım.biride buralı değil ya ondan dolayı sana diyim.yutacağım lokma varsa getir onu yiyim ben iyiyim.dokunma sinirliyim hafif kirliyim bu rape fanatiğim.nereni kanatıyım sana dünü aratıyım.dövizcinin önünden geç bak kura.cebindeki bozuklukla at yazı tura.nasıl bir yer bura nasılsa mecbura diye.yaslar abye girdi babazula.özüm hallederim ben her işimi.ne mesih gördük ne evrim denen değişimi.engellersin çocuktaki gelişimi.eğer baz istasyonu sağlarsa erişimi.değişim var ama nerede gelişim.anneler geçinmek için yapar evde el işi.magazine gerek yok insanoğlu sevişir.gerçekler yalanla elbette ödeşir.şirk koşma memleketin sirk gibi.soytarı olmak da sanki genetik.abazaya görünür her kız erotik.davostaki taktik hepsi politik
Fuat,kıyametin elçisi dans et.rapin babası geldi .yılan gibi kıvır çiçek gibi açıl.bal mı aradın ulan al sana anzer.sulukule gibi sugar akar adam.zarbolar görmeden eve kapan.kargoyla yolla gelsin paşam.kağıtla kalemle yansır yaşam.müjderha.ekim ayı güneşi yakar.boba fettt scratchleri berlin’den atar.şile palamudu torikle karda.fuatı içerken göremen barda salla.geri geldi kafatası deldi gırla muştayla.rusça vur elini kırma.yılmadan akıl döküldü kağıda tonla.basınç odası uyandığın yer sonra.kalksın yumruk havaya.doysun nefsin gel babaya.kaynak yapma gir sıraya.saçı kara kim.baş parmak araya
Fuat,batı berlin tatbikat değil gerçek.teleskobuna mercek ekledim merkep.terk et popu hiphopu fark et.şarj et fuatı darbe vur katlet.berlin tatbikat değil gerçek.teleskobuna mercek ekledim merkep.terk et popu hiphopu fark et.şarj et fuatı darbe vur katlet.oynadığını görürsem şıkıdım şıkıdım.omurganı tutar vücudundan ayırırım .evet iyi bildin yine ben o.asan kesen o hap yapıp yutan.yat yеre lan ak47 bende.islık gibi ötеn kurşun şimdi çenende.gördükçe beynime kan sıçrıyo.herif bir ay içinde bir milyon kaset satıyo.memlekette bu kadar dert varken.problemleri kıç kıvırtarak mı çözeceksin.gebereceksin seni ben yakalarsam.bonoboların cehennemini tadacaksın.yaptığın şarkılar bari bi boka benzese.bahçelerde maydanoz osur osur diz ipe.her şeye rağmen paçozlar dönüp durur.etrafında pervane olurlar.senden nefret edenler artık yalnız değiller.çuvaldız beni seni zıpkın deler.fuat dinlemez hepinizi kum gibi eler.naber motherfucker
Fuat,rapimi çarmıha gerenleri .batı berlin geri geldi .eğil hiçbi şey ölmeden.yeraltı değil kemiklerin kireçlendi .rapimi çarmıha gerenleri.batı berlin geri geldi.eğil hiçbi şey ölmeden.yeraltı değil kemiklerin kireçlendi.rapin bayrağını müzik setine geçiriverdi.rapim getirir derdi.uçurumun ağzına eşiğinde beyaz mendil sallar.bir bakmışsın hasmın feat ister.fuat narkoz mercek neşter.bana 5 değil 10 ver.gönder gülen bir yüz astar ister.asma biçme darağacı var ölüp şişme nigga fiş de prizde.sinir sizde kriz bizde.i̇smini söylemeden filmle 5 mermiyle.dürbün elimde değil beynimde.hedeflere misille kaldır.mikro cebimde.fuat ayıklar kel başa bitse.benimki sifon senin shit’se.yeksin gelse de karanlık çağ bitse.şahsıma yapılan her diss fitne
Fuat,ruhum bedenimden ayrılmaz.bir nefes de olsa gazilere davlumbaz.yanlış kardeşler gökyüzünde örtbas edilemez.yancam derken muz oldu çömez.üstatları gözün görmez.kırda hevesler fuat ölse de ölmez.kan durmuş ama dönmez.dünyanın her metropolünde dinlenip bilincez .yüreğimin iç köşesinden.gelir yazıp kitlediğim sayfalar.i̇ç savaşla hasret gider.küser yolunda bacaksız genç tayfalar .hepimiz birimiz için suç işlesin.kopyacılar caysa da suçunla yaşa.bеden satılacaktır iblis gelip talep еderse.ruhun da .i̇kişer adamdan dört kişi bir avcı.kolu bolu dağlarında yok oldu.sağ sol yol beyin elimdeki kaleme konuşur o.bol pezevenkler kulakları dol.hakan volkan ayhan fuat.sürgüne gömülü bildiğin her şey melfuzat.her yere çöreklendin rapin en babası.köpekmiş lan hakkı kötekmiş layn
Fuat,hiçbir ilaç huzur getirmez be kanka.yol yürürsen biter anla kanım kağıda akar damla damla .babam allahın yanında annem de onunla.bayrağı salla hafız dedemin ruhu şad ola.beklemekle geçti ömrüm özlemekten sekti gönlüm.söz vermekten pusulam döndü çöktü kısır döngü.parazitler menajer oldu yaralar iltihap oldu.kararlar intihar olsun karargahın bomba bulsun.i̇majını törpüleyip dursun amacını ateşleyen korsun.züğürtlük beynimi yordu dünya benim yurdum.hakim ol ettin buldun sakin ol çakalı kurdu fani ol.o ebedi rapin ruhu değil tuz ruhu .halatlar gerilsin buz gibi serinsin.pigmeler çekilsin geldi batu c kader eğilsin.engellenmeye meyilsin çengellenmeye gelirsin.ölünce pişman olabilirsin yeksin mercek burası birlik.yeksin gelse de karanlık çağ bitse.tek bir celsede yükü boşaltabilse.lirik sifon olur dertlerim shitse.okyanuslar dizime kadar en dipte.yeksin gelse de karanlık çağ bitse.tek bir celsede yükü boşaltabilse.lirik sifon olur dertlerim shitse.okyanuslar dizime kadar en dipte
Fuat,sen de bilirsin gölgede kimdir kral.rüküş ve cahil öyle çirkin ve kıskanç.söyle bilinsin dünyada kimdir kral.çöküşle gelen dönüştür kıskanç zihninde çıplak.yangın çıkışında içeri açılan kapılar gibi.ölümcül hayat.i̇ki park eden arabanın arasından fırlar.memat bayat balık gibi yatar emek asfalta paralel bakar.sevdiğin herkese dikkati aşıla.metroyla git taksiyle dön fasıldan.sağlamdır kafatasın trafikte kırılgan.i̇stemeden üzmesin kimse elan.i̇yilik istedikçe çamur yapışır.karışır işler gözler kırışır.yılışık sahtekar sakala yapışık.işık yılı uzakta olmak vardı.aklını kullandıkça itiraz ve.boşlukla karşılaşmak yorar.lirik yaz nefes aldığım anlar.en sert çarkların gözünde yaş var
Fuat,kafayı boşalt.kravatını at.ütülü her şeyi sonbahara bırak.zehirden uzak şehirden ırak.mola ver ense zamanı disstirahat.dakikada 125 vuruş.konser bitmeden yorgunsun.uzan elime tecrübe konuşur.tutanmicro olgundur.loştur ışıklar ateşli herkes.kulübede diyalog yok şamatayı kes.silah no bardaklar meyle eş.yelkenlide seyre leş.huzurla dans edemedik ve lakin.cahil oyun bozar ki gör lahin.haşa parçalar utanç veren.i̇blis kırmızı halıyı paraya seren.blue cheese haze gidi günler.breezer bacardi düşmez elimden.maldivlerde orfoz olacak.kır dümeni ince ince tütsüle.kafayı boşalt.kravatını at.ütülü her şeyi sonbahara bırak.zehirden uzak şehirden ırak.mola ver ense zamanı disstirahat
Fuat,padişah macunumu yedin kuğu.durmuş tecavüzcüler gibi bu.bu hiphop apartman koğuşunu açta patlasın.c4 plastik misali erisin.cissünde tanı son ana kavuş hakka.takla atmak onun dibi tutsun.tavada adada yalnız başına düşüne taşına.yüksek kaldırımdaki karılara.kafanı takmakla geçti yıllar kıllar uzar.bu rapi dinlersin seni deniz tutar.ben başlarım kaşlarımı çatarım dokuz milimi ararım.rap olurum postunu türk hava kurumuna bağışlarım.ağlarım fanyolu niye rus köpeği gibi manyadın.kanadın kırık için buruk mağlubiyet şurup iç.orospunun piçi avuçlarını deşen bu çivi.çinilerdeki minyatürkler makamından iniverdi tepene.detaylarıma yeni düzen getirdim seninkine ne oldu.i̇ki taşı üst üste koyamayan paçozlar tarafından kritik.kaldıramam tamam mı anan mı o ya da anıran.ağıt yakan şahsiyetsiz hamam böceğini andıran burnunu.26 çeşit darbe üslubuyla kırar günü batıdan ağırtan.tamam gaz sisini dürüp kıçına sokan ortalığa bok saçan.çeneni kapa sana sapan yaptım şok eden gözlük büzük.suratlı küt torbası çiş kurusu su kadar dağınık.fuat peygamberini kurtaran örümcek ağı.at paşa par tutamazsın uçamazsın ben bırakmaz isem.kız arkadaşına bir tutam menekşe yediren.siktikten sonra osurtup geğirten öne doğru eğilten.lisede hocanın tahtaya çizdiği şekilden.soyutlanıp cisim değiştiren.sizler göt verenden ileri gidemeyen.fesleğen çiçeğe hayatı süren sürüngenlersiniz.siz benliği kaybettikten sonra konsolosluktan kimlik istersiniz.antarktikadan getirdiğim mantarları kıçınıza tıkamaya başlayın.  hürmetler iyi akşamlar
Fuat,canını hiçe sayıp mücadele eden.vatan evlatlarına sonsuzdur minnet.1953te çıkan yasayı şiddetle kınıyoruz.yok olacak bu illet.kafasında mermi omurunda şarapnel.parmakları kopmuş olsa da yetmeyen bedel.kategorize edilen insanımıza sahip çıkacağız.bu şarkıyla gelir medet.santimle gazilik ölçülemez bu nasıl ayıptır.vurdumduymaz herkesi uykudan ayıltıp.yola çıkılacak hak alınacak.gazilerimiz derin bir nefes alacak.on binlerce insanımız tek çatı altına toplanmalı.bunu duyuracağız halkımıza.oyalanmaktan bitap düşen insanımıza.sahip çıkmanın zamanıdır gelin safımıza.gazilerin yitip gitmesine izin yok izin yok.geri dönmez verilen söz atılan ok atılan ok.malul sayılmayan gazilere hey gazilere hey gazilere.sahip çıkan nesil haykırdı bi kere haykırdı bi kere haykırdı bi kere
Fuat,mecburi ilişkilerle esir olur birey.ailenin zoraki gülüşü gibi sahte bi şey.dışarda aradıkça bütünlüğü erirsin.vazgeçilmez sandıkların hükmeder bilirsin.yanındakinin varlığı ile mutlu olacağını zannedersin.kazıkları en yakınlarından yersin.oğul babayı abla kardeşi eğer.i̇şin aslı bizi oğlu doyumsuz gezegen yer oğlu faslı geç.anı yaşasak mal sahibi olsak iyi.vergi vermek timsah ağzında zebra iliği.samimiyeti kutu mama yiyen köpek nefesi.dişleri sarı kahverengi nigga nasılsın şimdi.kardeşlerin kalbi plastik ve ponzo taşı gibi.vicdanları yosun tutmuş hesap cadıları.parazit gibi çöker el oğlu payıma.kaşı yarayı fuat.tek akrabam var o da kayıp.kayın toprağı ona ağacına mayın mı döşedim.sana güvenmek ayıp.yuh parada gözlerin.arada özledim tribiyle gelir sözlerim.beni tvden izlerken deşen bir zevkle gülerim.ayağımda hafriyat tozuyla festivallere yetişip us dolu çocuğa ilham verdim.bir o kadarının da on katı kadar mutlu ettim.yolda sevgi ve saygı buldu yüreğim ulu.babamın evi masada çengi burkulsun feleğin.oyunun adı en şerefsizlerle yemekteyiz.benim nöbet daha bitmedi izleyin yere bakın.dideleri gizleyin kabir azabı inleyin.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi.üstünü çığ misali örten kötülük ormanını ektiğine değmedi.ben boynumu eğmedim.gölgeledin hayatı.gri bulutlar gibi yeşeren umutlarımın gübresi oldu hilelerin.çark döner ark böler aramızı.kanal ciğerimden geçer süveyş gibi ansızın ot acı gelir.dilini yakar kansızın.dem kolondan sızar gafçısın.i̇hanetin hayal kırıklığı yaratmaz.klibimin altına yorumunu yaz kuyumu kaz.suyumu çal.huyumu al.uyumu bal.yok ol ufal reyon fuat git babayı al.çocuklar kalbini açar elime güç veren tomurcuklar.kadim dostluk zemine sağlam basar.sevginin bağıyla ilmiği bele bağlar anam öldü lan.artık ağlamaz meraklanma paspal.çin malı gibi sahte ve kanserojen.havasız ortamda yaşayan bakteriler.kaynar sularda mutlu sülfürlü enişte.hayat bazı mangal nigga çöp şiş işte.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi.gezegen askeri.hep ileri.çekemem kaprisi.bi siktirin.aile mezarı.huzur yeri.hesap varsa kapa.kitle çeneyi
